iter	Passed	Remaining
230	2977	9910
231	2987	9890
232	2998	9869
233	3008	9849
234	3019	9830
235	3030	9809
236	3040	9789
237	3051	9771
238	3062	9751
239	3073	9732
240	3083	9712
241	3094	9691
242	3105	9673
243	3116	9654
244	3126	9635
245	3137	9616
246	3148	9598
247	3158	9578
248	3169	9560
249	3180	9540
250	3191	9524
251	3203	9509
252	3216	9497
253	3229	9486
254	3242	9472
255	3255	9460
256	3268	9450
257	3288	9457
258	3305	9457
259	3321	9453
260	3334	9442
261	3348	9432
262	3362	9421
263	3374	9407
264	3387	9395
265	3400	9382
266	3411	9366
267	3422	9349
268	3434	9333
269	3445	9315
270	3456	9298
271	3467	9281
272	3478	9262
273	3488	9244
274	3500	9228
275	3510	9209
276	3520	9190
277	3531	9171
278	3541	9151
279	3553	9137
280	3564	9120
281	3575	9102
282	3588	9092
283	3602	9082
284	3614	9067
285	3625	9051
286	3637	9037
287	3648	9020
288	3659	9003
289	3671	8987
290	3683	8974
291	3694	8958
292	3705	8940
293	3715	8922
294	3725	8903
295	3735	8884
296	3746	8867
297	3755	8846
298	3767	8831
299	3777	8813
300	3787	8795
301	3797	8776
302	3808	8760
303	3819	8743
304	3829	8725
305	3839	8707
306	3849	8689
307	3859	8670
308	3869	8653
309	3880	8636
310	3890	8618
311	3901	8602
312	3911	8585
313	3921	8567
314	3931	8550
315	3941	8532
316	3951	8512
317	3962	8497
318	3972	8480
319	3983	8464
320	3995	8451
321	4005	8434
322	4017	8420
323	4037	8424
324	4061	8436
325	4081	8439
326	4097	8433
327	4110	8420
328	4123	8410
329	4136	8398
330	4147	8382
331	4159	8368
332	4171	8355
333	4184	8344
334	4196	8330
335	4208	8316
336	4220	8303
337	4231	8288
338	4243	8274
339	4254	8258
340	4264	8242
341	4276	8228
342	4286	8211
343	4296	8194
344	4307	8177
345	4317	8161
346	4328	8145
347	4339	8129
348	4350	8114
349	4361	8099
350	4373	8087
351	4387	8076
352	4399	8063
353	4411	8049
354	4423	8036
355	4434	8021
356	4447	8010
357	4458	7995
358	4470	7982
359	4481	7967
360	4492	7952
361	4503	7937
362	4513	7921
363	4523	7904
364	4536	7891
365	4547	7877
366	4558	7861
367	4569	7848
368	4583	7837
369	4595	7825
370	4609	7815
371	4622	7803
372	4634	7790
373	4647	7778
374	4659	7765
375	4673	7755
376	4687	7746
377	4701	7736
378	4715	7726
379	4727	7713
380	4740	7700
381	4752	7688
382	4764	7674
383	4775	7660
384	4787	7646
385	4800	7635
386	4812	7623
387	4827	7614
388	4839	7601
389	4851	7589
390	4864	7577
391	4876	7563
392	4887	7549
393	4899	7535
394	4910	7521
395	4921	7506
396	4934	7494
397	4945	7480
398	4956	7465
399	4967	7451
400	4978	7437
401	4989	7422
402	5001	7408
403	5012	7394
404	5024	7381
405	5036	7369
406	5049	7357
407	5060	7342
408	5072	7329
409	5084	7317
410	5096	7303
411	5107	7289
412	5119	7276
413	5134	7267
414	5145	7253
415	5156	7238
416	5167	7224
417	5179	7211
418	5192	7200
419	5206	7190
420	5219	7178
421	5233	7168
422	5247	7158
423	5261	7147
424	5274	7136
425	5289	7127
426	5303	7117
427	5317	7107
428	5332	7097
429	5347	7089
430	5360	7077
431	5373	7064
432	5384	7050
433	5396	7038
434	5408	7025
435	5421	7013
436	5431	6997
437	5442	6983
438	5453	6969
439	5463	6953
440	5474	6939
441	5487	6927
442	5496	6911
443	5507	6897
444	5519	6884
445	5532	6871
446	5543	6857
447	5553	6842
448	5563	6827
449	5574	6813
450	5585	6798
451	5595	6784
452	5606	6769
453	5616	6754
454	5626	6739
455	5637	6725
456	5647	6709
457	5657	6695
458	5667	6680
459	5677	6664
460	5687	6649
461	5697	6634
462	5706	6618
463	5716	6603
464	5726	6589
465	5737	6574
466	5748	6561
467	5760	6548
468	5772	6535
469	5784	6522
470	5801	6515
471	5827	6518
472	5839	6506
473	5853	6495
474	5866	6484
475	5879	6471
476	5893	6461
477	5905	6448
478	5916	6435
479	5927	6421
480	5938	6407
481	5949	6393
482	5960	6380
483	5972	6366
484	5985	6355
485	6000	6346
486	6014	6335
487	6030	6327
488	6047	6319
489	6061	6309
490	6076	6299
491	6089	6287
492	6104	6277
493	6120	6268
494	6134	6258
495	6147	6247
496	6161	6235
497	6173	6223
498	6186	6210
499	6196	6196
500	6207	6182
501	6218	6169
502	6229	6154
503	6239	6140
504	6250	6126
505	6261	6112
506	6271	6098
507	6281	6083
508	6292	6069
509	6303	6056
510	6314	6042
511	6324	6028
512	6334	6013
513	6344	5999
514	6355	5985
515	6365	5970
516	6375	5956
517	6385	5941
518	6398	5930
519	6409	5916
520	6419	5902
521	6430	5888
522	6442	5875
523	6453	5862
524	6464	5849
525	6476	5836
526	6487	5823
527	6499	5810
528	6510	5796
529	6521	5783
530	6533	5770
531	6544	5757
532	6556	5744
533	6567	5731
534	6577	5716
535	6588	5703
536	6597	5688
537	6607	5674
538	6617	5660
539	6627	5645
540	6637	5631
541	6647	5617
542	6657	5602
543	6666	5588
544	6676	5574
545	6687	5560
546	6697	5546
547	6708	5533
548	6718	5519
549	6728	5504
550	6738	5490
551	6747	5476
552	6757	5461
553	6767	5448
554	6776	5433
555	6786	5419
556	6798	5406
557	6808	5392
558	6818	5379
559	6830	5366
560	6842	5354
561	6854	5342
562	6867	5330
563	6880	5319
564	6894	5308
565	6907	5296
566	6923	5286
567	6937	5276
568	6951	5265
569	6965	5254
570	6979	5243
571	6994	5233
572	7011	5224
573	7026	5214
574	7040	5203
575	7055	5193
576	7068	5181
577	7080	5169
578	7091	5156
579	7103	5143
580	7114	5130
581	7125	5117
582	7136	5104
583	7147	5091
584	7158	5078
585	7169	5065
586	7181	5052
587	7192	5039
588	7203	5026
589	7216	5015
590	7231	5004
591	7246	4994
592	7262	4984
593	7280	4976
594	7294	4965
595	7310	4955
596	7324	4944
597	7340	4934
598	7357	4925
599	7373	4915
600	7385	4903
601	7398	4891
602	7411	4879
603	7424	4867
604	7436	4855
605	7447	4841
606	7457	4828
607	7467	4814
608	7479	4801
609	7490	4789
610	7503	4777
611	7515	4764
612	7526	4751
613	7537	4738
614	7549	4725
615	7560	4712
616	7573	4701
617	7584	4688
618	7596	4675
619	7608	4663
620	7619	4650
621	7630	4637
622	7642	4624
623	7654	4612
624	7665	4599
625	7676	4586
626	7690	4574
627	7702	4562
628	7714	4550
629	7727	4538
630	7739	4526
631	7751	4513
632	7762	4500
633	7774	4488
634	7786	4475
635	7798	4463
636	7809	4450
637	7821	4438
638	7832	4424
639	7843	4411
640	7853	4398
641	7864	4385
642	7875	4372
643	7887	4360
644	7900	4348
645	7911	4335
646	7922	4322
647	7934	4310
648	7947	4298
649	7959	4285
650	7971	4273
651	7982	4260
652	7994	4248
653	8005	4235
654	8016	4222
655	8027	4209
656	8037	4196
657	8048	4183
658	8061	4171
659	8073	4158
660	8085	4146
661	8096	4133
662	8108	4121
663	8120	4109
664	8132	4096
665	8143	4084
666	8156	4071
667	8167	4059
668	8180	4047
669	8192	4034
670	8206	4023
671	8219	4011
672	8232	4000
673	8245	3988
674	8260	3977
675	8274	3965
676	8289	3955
677	8303	3943
678	8318	3932
679	8334	3922
680	8353	3912
681	8367	3901
682	8380	3889
683	8392	3877
684	8404	3865
685	8417	3853
686	8430	3841
687	8444	3829
688	8456	3816
689	8467	3804
690	8480	3792
691	8490	3779
692	8501	3766
693	8512	3753
694	8522	3740
695	8533	3727
696	8545	3714
697	8555	3701
698	8566	3688
699	8577	3676
700	8588	3663
701	8600	3650
702	8612	3638
703	8624	3626
704	8636	3613
705	8647	3600
706	8659	3588
707	8672	3576
708	8684	3564
709	8696	3552
710	8708	3539
711	8720	3527
712	8768	3529
713	8786	3519
714	8804	3509
715	8815	3496
716	8826	3483
717	8836	3470
718	8847	3457
719	8858	3445
720	8868	3431
721	8879	3419
722	8890	3406
723	8900	3393
724	8911	3380
725	8921	3367
726	8932	3354
727	8943	3341
728	8953	3328
729	8965	3315
730	8976	3303
731	8988	3290
732	8999	3278
733	9010	3265
734	9022	3252
735	9032	3239
736	9042	3226
737	9052	3213
738	9062	3200
739	9073	3187
740	9083	3175
741	9095	3162
742	9107	3150
743	9119	3138
744	9131	3125
745	9143	3113
746	9156	3101
747	9168	3088
748	9182	3077
749	9195	3065
750	9207	3052
751	9220	3040
752	9233	3028
753	9244	3016
754	9256	3003
755	9269	2991
756	9282	2979
757	9295	2967
758	9309	2956
759	9323	2944
760	9336	2932
761	9353	2921
762	9367	2909
763	9381	2897
764	9396	2886
765	9410	2874
766	9425	2863
767	9439	2851
768	9455	2840
769	9471	2829
770	9485	2817
771	9498	2805
772	9510	2792
773	9523	2780
774	9536	2768
775	9548	2756
776	9561	2744
777	9576	2732
778	9588	2720
779	9601	2708
780	9613	2695
781	9623	2682
782	9634	2670
783	9645	2657
784	9656	2644
785	9668	2632
786	9679	2619
787	9689	2606
788	9700	2594
789	9711	2581
790	9723	2569
791	9734	2556
792	9747	2544
793	9758	2531
794	9771	2519
795	9784	2507
796	9797	2495
797	9811	2483
798	9824	2471
799	9837	2459
800	9851	2447
801	9865	2435
802	9878	2423
803	9893	2411
804	9907	2399
805	9920	2387
806	9935	2376
807	9949	2364
808	9964	2352
809	9979	2340
810	9992	2328
811	10005	2316
812	10018	2304
813	10031	2292
814	10042	2279
815	10053	2267
816	10067	2255
817	10080	2242
818	10091	2230
819	10102	2217
820	10114	2205
821	10126	2192
822	10138	2180
823	10150	2168
824	10162	2155
825	10174	2143
826	10185	2130
827	10197	2118
828	10210	2106
829	10220	2093
830	10233	2081
831	10248	2069
832	10265	2058
833	10280	2046
834	10297	2034
835	10311	2022
836	10325	2010
837	10340	1999
838	10355	1987
839	10371	1975
840	10384	1963
841	10398	1951
842	10411	1939
843	10424	1926
844	10437	1914
845	10448	1901
846	10460	1889
847	10471	1877
848	10482	1864
849	10493	1851
850	10505	1839
851	10517	1826
852	10530	1814
853	10543	1802
854	10557	1790
855	10570	1778
856	10582	1765
857	10594	1753
858	10607	1741
859	10618	1728
860	10629	1716
861	10642	1703
862	10655	1691
863	10665	1678
864	10677	1666
865	10688	1653
866	10698	1641
867	10709	1628
868	10720	1616
869	10731	1603
870	10744	1591
871	10758	1579
872	10772	1567
873	10808	1558
874	10822	1546
875	10837	1534
876	10853	1522
877	10867	1510
878	10880	1497
879	10894	1485
880	10908	1473
881	10920	1461
882	10932	1448
883	10943	1436
884	10956	1423
885	10969	1411
886	10981	1398
887	10993	1386
888	11005	1374
889	11017	1361
890	11027	1349
891	11039	1336
892	11050	1324
893	11060	1311
894	11071	1298
895	11082	1286
896	11091	1273
897	11102	1261
898	11113	1248
899	11123	1235
900	11135	1223
901	11145	1210
902	11156	1198
903	11167	1185
904	11178	1173
905	11188	1160
906	11199	1148
907	11210	1135
908	11221	1123
909	11232	1110
910	11242	1098
911	11252	1085
912	11262	1073
913	11273	1060
914	11284	1048
915	11297	1036
916	11346	1026
917	11362	1014
918	11372	1002
919	11384	989
920	11394	977
921	11405	964
922	11417	952
923	11429	940
924	11439	927
925	11451	915
926	11463	902
927	11475	890
928	11488	878
929	11501	865
930	11515	853
931	11528	841
932	11541	828
933	11554	816
934	11568	804
935	11582	791
936	11594	779
937	11606	767
938	11618	754
939	11629	742
940	11640	729
941	11650	717
942	11661	704
943	11672	692
944	11682	679
945	11693	667
946	11705	655
947	11716	642
948	11726	630
949	11736	617
950	11747	605
951	11757	592
952	11767	580
953	11777	567
954	11786	555
955	11797	542
956	11806	530
957	11817	518
958	11828	505
959	11840	493
960	11850	480
961	11860	468
962	11871	456
963	11881	443
964	11891	431
965	11900	418
966	11911	406
967	11921	394
968	11931	381
969	11942	369
970	11953	357
971	11963	344
972	11974	332
973	11983	319
974	11993	307
975	12003	295
976	12012	282
977	12022	270
978	12032	258
979	12042	245
980	12052	233
981	12062	221
982	12072	208
983	12082	196
984	12092	184
985	12104	171
986	12114	159
987	12124	147
988	12134	134
989	12143	122
990	12153	110
991	12163	98
992	12173	85
993	12184	73
994	12194	61
995	12204	49
996	12213	36
997	12224	24
998	12236	12
999	12246	0
